walk,4109,1289,57
walk,4095,1309,64
walk,4082,1327,69
walk,4070,1342,73
walk,4055,1357,71
walk,4042,1376,59
walk,4025,1387,46
walk,4015,1394,37
walk,3983,1392,6
walk,3961,1385,-12
walk,3942,1377,-11
walk,3909,1370,-27
walk,3885,1363,-27
walk,3860,1353,-18
walk,3833,1332,-24
walk,3816,1322,-16
walk,3787,1306,-3
walk,3793,1309,-2
walk,3775,1299,-5
walk,3753,1288,-8
walk,3733,1277,-3
walk,3708,1266,-7
walk,3686,1256,0
walk,3664,1255,0
walk,3636,1258,0
walk,3613,1260,0
walk,3585,1263,0
walk,3559,1272,0
walk,3537,1282,1
walk,3516,1293,4
walk,3499,1306,11
walk,3479,1322,8
walk,3464,1337,12
walk,3448,1353,9
walk,3431,1369,3
walk,3404,1378,0
walk,3382,1379,0
walk,3361,1364,0
walk,3343,1343,0
walk,3334,1319,0
walk,3323,1290,0
walk,3314,1266,0
walk,3309,1244,0
walk,3301,1225,0
walk,3280,1202,0
walk,3267,1188,0
walk,3252,1181,0
walk,3230,1181,0
walk,3205,1188,0
walk,3183,1194,0
walk,3157,1200,0
walk,3131,1205,0
walk,3107,1208,0
walk,3080,1213,0
walk,3058,1225,-5
walk,3042,1237,-12
walk,3023,1245,-24
walk,3006,1244,-22
walk,2990,1239,-16
walk,2968,1227,-23
walk,2944,1215,-28
walk,2924,1203,-27
walk,2906,1185,-30
walk,2891,1170,-27
walk,2876,1153,-21
walk,2860,1126,-22
walk,2848,1099,-10
walk,2841,1078,0
walk,2835,1058,0
walk,2823,1042,0
walk,2805,1034,2
walk,2775,1034,2
walk,2754,1033,25
walk,2725,1026,19
walk,2702,1024,42
walk,2673,1026,8
walk,2642,1033,-11
walk,2617,1037,-27
walk,2585,1041,-102
walk,2556,1038,-190
walk,2541,1027,-238
walk,2531,1014,-261
walk,2519,991,-283
walk,2511,968,-294
walk,2500,946,-305
walk,2495,924,-308
walk,2490,901,-301
walk,2475,882,-296
walk,2467,859,-275
walk,2458,829,-253
walk,2450,808,-227
walk,2441,785,-204
walk,2431,761,-201
walk,2420,741,-197
walk,2410,722,-200
walk,2399,703,-214
walk,2386,684,-224
walk,2372,664,-223
walk,2358,647,-217
walk,2342,634,-196
walk,2323,623,-180
walk,2308,616,-161
walk,2289,603,-145
walk,2266,592,-141
walk,2245,582,-133
walk,2220,574,-109
walk,2201,569,-77
walk,2171,562,-54
walk,2149,558,-32
walk,2126,552,-25
walk,2108,548,-21
walk,2087,540,-30
walk,2065,534,-41
walk,2043,531,-50
walk,2021,530,-50
walk,1995,529,-65
walk,1969,528,-88
walk,1946,522,-96
walk,1931,511,-84
walk,1919,499,-76
walk,1910,484,-57
walk,1900,466,-53
walk,1893,450,-51
walk,1886,431,-50
walk,1875,412,-46
walk,1865,391,-32
walk,1857,362,-37
walk,1849,335,-30
walk,1846,308,-22
walk,1848,283,-11
walk,1851,264,3
walk,1853,237,-2
walk,1856,215,15
walk,1860,191,15
walk,1858,166,17
walk,1852,142,17
walk,1845,118,20
walk,1837,98,38
walk,1828,78,60
walk,1817,58,75
walk,1803,36,84
walk,1791,20,85
walk,1776,3,81
walk,1758,-16,57
walk,1743,-30,32
walk,1720,-42,9
walk,1699,-51,-1
walk,1676,-55,-9
walk,1655,-51,-10
walk,1633,-40,-13
walk,1616,-28,-15
walk,1599,-23,-19
walk,1584,-18,-20
teleport,Boat Ticket Seller Salmai,Boat Ticket Seller Rahan
walk,1043,-41,-23
walk,1021,-21,-21
walk,1005,-12,-20
walk,981,1,-27
walk,956,6,-34
walk,937,10,-31
walk,910,12,-28
walk,887,13,-27
walk,861,15,-33
walk,843,18,-28
walk,821,21,-27
walk,800,27,-20
walk,775,35,-20
walk,752,44,-16
walk,732,57,-9
walk,708,71,3
walk,693,81,13
walk,669,93,16
walk,646,96,21
walk,620,84,21
walk,598,77,16
walk,571,65,11
walk,545,57,0
walk,523,51,0
walk,500,46,3
walk,479,45,2
walk,454,46,0
walk,430,47,11
walk,405,47,11
walk,376,47,11
walk,359,47,11
walk,335,47,11
walk,317,47,13
walk,294,47,11
walk,278,47,35
walk,267,47,108
walk,249,47,181
walk,236,47,244
walk,208,47,243
walk,162,42,243
walk,141,35,244
walk,121,32,244
walk,102,31,244
walk,78,43,244
walk,2,47,243
walk,-9,47,244
walk,-31,47,147
walk,-44,47,87
walk,-65,46,11
walk,-77,47,11
walk,-93,47,12
walk,-111,47,12
walk,-130,47,12
walk,-148,47,12
walk,-166,47,12
walk,-184,47,12
walk,-202,47,30
walk,-218,47,78
walk,-231,47,111
walk,-249,47,123
walk,-273,47,154
walk,-291,49,195
walk,-310,54,240
walk,-324,60,299
walk,-350,66,380
walk,-366,70,437
walk,-380,78,502
walk,-409,87,569
walk,-422,97,597
walk,-444,107,643
walk,-475,100,692
walk,-500,96,697
walk,-517,97,693
walk,-535,103,668
walk,-555,109,647
walk,-577,111,615
walk,-602,105,563
walk,-621,104,552
walk,-642,103,558
walk,-671,103,560
walk,-694,104,575
walk,-715,104,575
walk,-736,104,575
walk,-752,104,575
walk,-774,104,549
walk,-793,106,547
walk,-809,106,547
walk,-822,107,555
walk,-846,109,572
walk,-857,114,594
walk,-868,126,633
walk,-873,145,685
walk,-879,170,759
walk,-884,186,799
walk,-889,205,836
walk,-894,220,873
walk,-900,233,918
walk,-910,246,974
walk,-925,263,1038
walk,-942,276,1089
walk,-958,285,1143
walk,-979,294,1180
walk,-1000,299,1232
walk,-1022,306,1276
walk,-1045,320,1290
walk,-1065,331,1321
walk,-1088,339,1342
walk,-1108,350,1357
walk,-1131,364,1349
walk,-1148,379,1376
walk,-1163,391,1392
walk,-1180,406,1386
walk,-1200,422,1388
walk,-1214,436,1390
walk,-1229,450,1383
walk,-1247,458,1384
walk,-1272,467,1376
walk,-1295,472,1386
walk,-1312,475,1395
walk,-1343,478,1361
walk,-1363,479,1376
walk,-1381,478,1381
walk,-1385,502,1408
walk,-1385,525,1406
walk,-1390,549,1408
walk,-1405,566,1381
walk,-1420,581,1354
walk,-1433,594,1356
walk,-1441,610,1347
walk,-1450,628,1306
walk,-1458,647,1273
walk,-1465,665,1232
walk,-1475,679,1213
walk,-1483,695,1156
walk,-1486,709,1096
walk,-1486,729,1044
walk,-1492,745,1024
walk,-1501,763,1007
walk,-1505,777,1008
walk,-1507,792,994
walk,-1509,804,976
walk,-1510,817,963
walk,-1511,829,966
walk,-1510,842,939
walk,-1508,857,908
walk,-1506,874,864
walk,-1501,886,844
walk,-1493,896,813
walk,-1483,907,764
walk,-1474,926,693
walk,-1470,936,667
walk,-1466,947,647
walk,-1468,958,627
walk,-1471,969,619
walk,-1475,981,611
walk,-1478,994,603
walk,-1488,1006,579
walk,-1498,1015,563
walk,-1513,1027,530
walk,-1524,1037,513
walk,-1534,1044,504
walk,-1544,1056,497
walk,-1552,1071,500
walk,-1555,1085,503
walk,-1559,1106,500
walk,-1559,1122,490
walk,-1560,1140,485
walk,-1562,1157,463
walk,-1563,1170,440
walk,-1565,1187,389
walk,-1568,1212,279
walk,-1569,1231,202
walk,-1574,1251,143
walk,-1583,1271,76
walk,-1594,1290,39
walk,-1599,1308,0
walk,-1610,1321,-12
walk,-1629,1332,-18
walk,-1644,1338,-14
walk,-1665,1340,-15
walk,-1682,1344,-9
walk,-1702,1353,12
walk,-1718,1361,38
walk,-1740,1368,50
walk,-1758,1371,82
walk,-1780,1368,108
walk,-1793,1376,118
walk,-1808,1385,149
walk,-1820,1387,165
walk,-1834,1377,198
walk,-1845,1369,215
walk,-1860,1373,231
walk,-1872,1377,240
walk,-1881,1383,247
walk,-1893,1387,244
walk,-1899,1387,254
teleport,Tunnel Manager Maryokuk,Tunnel Manager Salhap
walk,-2749,2103,180
walk,-2769,2103,180
walk,-2796,2103,160
walk,-2816,2103,156
walk,-2843,2104,161
walk,-2865,2107,174
walk,-2884,2107,182
walk,-2913,2106,158
walk,-2939,2100,149
walk,-2962,2095,158
walk,-2982,2094,163
walk,-3010,2092,161
walk,-3032,2093,157
walk,-3048,2096,164
walk,-3067,2100,165
walk,-3079,2106,168
walk,-3097,2114,172
walk,-3112,2121,171
walk,-3128,2130,171
walk,-3145,2139,172
walk,-3162,2149,167
walk,-3180,2157,169
walk,-3198,2165,170
walk,-3218,2169,172
walk,-3241,2169,164
walk,-3261,2164,166
walk,-3280,2158,165
walk,-3301,2151,167
walk,-3326,2140,171
walk,-3348,2131,171
walk,-3368,2124,174
walk,-3389,2119,176
walk,-3414,2116,180
walk,-3438,2112,181
walk,-3461,2110,151
walk,-3481,2108,148
walk,-3498,2102,194
walk,-3524,2090,196
walk,-3544,2085,203
walk,-3565,2084,209
walk,-3586,2086,239
walk,-3609,2088,226
walk,-3630,2094,201
walk,-3653,2100,174
walk,-3676,2107,151
walk,-3697,2114,136
walk,-3721,2119,118
walk,-3743,2123,118
walk,-3764,2124,110
walk,-3788,2126,92
walk,-3810,2125,78
walk,-3832,2122,69
walk,-3855,2115,76
walk,-3880,2111,109
walk,-3904,2113,134
walk,-3928,2115,153
walk,-3948,2122,173
walk,-3970,2131,199
walk,-3989,2147,209
walk,-4007,2157,206
walk,-4030,2167,212
walk,-4054,2175,209
walk,-4077,2184,211
walk,-4095,2187,233
walk,-4117,2188,232
walk,-4135,2188,236
walk,-4163,2188,186
walk,-4180,2189,183
walk,-4194,2193,181
walk,-4212,2204,180
walk,-4229,2212,180
walk,-4244,2216,196
walk,-4260,2222,223
walk,-4272,2227,246
walk,-4290,2234,245
walk,-4309,2241,236
walk,-4330,2252,205
walk,-4347,2263,180
walk,-4361,2275,180
walk,-4375,2285,180
walk,-4388,2294,207
walk,-4399,2300,219
walk,-4418,2312,184
walk,-4439,2321,184
walk,-4459,2329,180
walk,-4475,2340,182
walk,-4489,2353,201
walk,-4504,2368,233
walk,-4518,2383,250
walk,-4530,2396,263
walk,-4544,2410,262
walk,-4560,2422,263
walk,-4575,2433,263
walk,-4595,2445,262
walk,-4615,2457,261
walk,-4632,2468,272
walk,-4649,2479,286
walk,-4664,2490,285
walk,-4688,2507,247
walk,-4705,2519,255
walk,-4725,2531,249
walk,-4744,2542,249
walk,-4760,2552,249
walk,-4778,2562,249
walk,-4789,2576,265
walk,-4802,2592,260
walk,-4817,2611,237
walk,-4837,2620,213
walk,-4858,2626,196
walk,-4885,2632,181
walk,-4904,2638,180
walk,-4926,2652,180
walk,-4953,2668,180
walk,-4974,2671,180
walk,-5005,2676,180
walk,-5033,2677,180
walk,-5063,2673,180
walk,-5077,2674,180
walk,-5096,2676,180
walk,-5116,2674,180
walk,-5138,2673,180
walk,-5158,2672,180
walk,-5177,2672,180
walk,-5195,2673,180
walk,-5214,2676,180
walk,-5192,2680,180
walk,-5183,2682,180
walk,-5182,2701,180
walk,-5182,2726,180
walk,-5182,2745,180
walk,-5182,2762,180
walk,-5181,2781,180
walk,-5180,2799,180
walk,-5175,2817,180
walk,-5165,2830,180
walk,-5155,2848,180
walk,-5146,2865,180
walk,-5139,2872,180
walk,-5128,2878,180
walk,-5115,2879,180
walk,-5103,2878,180
walk,-5119,2876,180
walk,-5138,2877,180
walk,-5162,2878,192
walk,-5176,2878,192
walk,-5190,2879,192
walk,-5204,2882,192
walk,-5226,2888,180
walk,-5246,2890,180
walk,-5264,2890,180
walk,-5285,2891,180
walk,-5308,2891,180
walk,-5331,2891,180
walk,-5353,2892,180
walk,-5373,2891,180
walk,-5391,2889,180
walk,-5405,2888,179
walk,-5425,2880,167
walk,-5443,2867,177
walk,-5469,2849,152
walk,-5492,2830,135
walk,-5511,2813,137
walk,-5528,2796,157
walk,-5543,2781,193
walk,-5562,2761,221
walk,-5576,2748,263
walk,-5597,2723,267
walk,-5618,2698,249
walk,-5623,2679,249
walk,-5632,2653,212
walk,-5637,2632,192
walk,-5648,2603,164
walk,-5658,2582,167
walk,-5669,2564,183
walk,-5683,2548,198
walk,-5697,2533,203
walk,-5714,2516,199
walk,-5734,2507,194
walk,-5759,2500,184
walk,-5785,2492,166
walk,-5802,2485,175
walk,-5822,2487,164
walk,-5843,2490,154
walk,-5859,2493,160
walk,-5882,2495,175
walk,-5908,2495,175
walk,-5928,2493,174
walk,-5956,2489,165
walk,-5992,2489,179
walk,-6017,2489,179
walk,-6047,2489,179
walk,-6068,2490,179
walk,-6090,2490,179
walk,-6110,2490,179
walk,-6132,2490,179
walk,-6152,2491,179
walk,-6183,2491,180
walk,-6190,2491,180
walk,-6195,2491,181
walk,-6219,2492,191
walk,-6238,2493,203
walk,-6256,2494,212
walk,-6288,2497,218
walk,-6316,2496,221
walk,-6338,2496,244
walk,-6367,2497,238
walk,-6399,2499,225
walk,-6426,2501,212
walk,-6445,2504,194
walk,-6469,2509,169
walk,-6495,2517,158
walk,-6528,2524,155
walk,-6548,2525,171
walk,-6582,2528,179
walk,-6617,2530,180
walk,-6648,2532,180
walk,-6679,2530,182
walk,-6709,2527,185
walk,-6742,2518,188
walk,-6778,2513,180
walk,-6814,2506,181
walk,-6841,2502,180
walk,-6870,2497,180
walk,-6890,2493,213
walk,-6919,2494,183
walk,-6953,2494,179
walk,-6994,2490,163
walk,-7031,2485,172
walk,-7073,2478,178
walk,-7112,2482,171
walk,-7136,2498,179
walk,-7163,2510,180
walk,-7189,2521,180
walk,-7219,2531,180
walk,-7243,2538,186
walk,-7265,2547,180
walk,-7285,2559,180
walk,-7305,2571,180
walk,-7324,2580,180
walk,-7349,2588,180
walk,-7380,2594,180
walk,-7412,2595,180
walk,-7437,2590,180
walk,-7460,2594,180
walk,-7490,2591,180
walk,-7526,2595,180
walk,-7556,2600,180
walk,-7572,2604,180
walk,-7606,2608,180
walk,-7637,2608,180
walk,-7662,2605,180
walk,-7689,2599,180
walk,-7709,2590,180
walk,-7734,2578,180
walk,-7763,2565,180
walk,-7790,2552,180
walk,-7818,2538,175
walk,-7846,2524,162
walk,-7872,2509,109
walk,-7896,2498,71
walk,-7918,2486,145
walk,-7933,2478,175
walk,-7951,2468,186
walk,-7975,2456,205
walk,-8003,2441,243
walk,-8019,2432,333
walk,-8037,2417,329
walk,-8055,2402,362
walk,-8066,2386,376
walk,-8078,2369,379
walk,-8095,2345,331
walk,-8100,2340,325
walk,-8108,2334,279
walk,-8126,2319,172
walk,-8148,2309,140
walk,-8176,2304,118
walk,-8198,2303,103
walk,-8220,2303,95
walk,-8248,2302,64
walk,-8273,2300,63
walk,-8298,2300,60
walk,-8317,2299,61
walk,-8337,2299,65
walk,-8358,2299,67
walk,-8383,2298,54
walk,-8404,2298,53
walk,-8431,2297,16
walk,-8462,2291,8
walk,-8486,2283,9
walk,-8506,2274,14
walk,-8531,2268,13
walk,-8552,2244,1
walk,-8569,2222,0
walk,-8589,2203,3
walk,-8605,2203,4
walk,-8617,2204,66
walk,-8626,2204,119
walk,-8635,2203,157
walk,-8655,2204,109
walk,-8667,2204,109
walk,-8686,2203,37
walk,-8697,2205,26
wait,1
teleport,Pirate Morgun,Harbor Manager Marwa
wait,1
walk,-16568,359,584
walk,-16583,354,584
walk,-16592,350,624
walk,-16611,337,636
walk,-16608,325,686
walk,-16609,313,735
walk,-16609,269,740
walk,-16610,232,740
walk,-16610,202,759
walk,-16610,182,798
walk,-16609,157,835
walk,-16609,137,835
walk,-16609,118,872
walk,-16608,103,911
walk,-16609,89,933
walk,-16608,71,926
walk,-16608,56,926
walk,-16608,39,925
walk,-16608,25,925
walk,-16608,13,925
walk,-16608,3,925
walk,-16598,0,929

